Ejercicio;Tema
Durante el experimento descrito en el libro acerca de una pluma y un martillo que se dejan caer en la Luna ambos objetos se liberaron desde una altura de 130 m De acuerdo con el video del experimento ambos tardaron 126 s en golpear la superficie lunar a) ¿Cual es el valor local de la aceleracion de la gravedad en ese lugar de la Luna? b) ¿Que rapidez llevaban los dos objetos justo antes de golpear la superficie?;tv
Un cable esta enrollado en tomo de un carrete de 80 cm de diametro ¿Cuantas revoluciones de este carrete se requieren para que un objeto atado al cable recorra una distancia rectilinea de 2 m? ¿Cual es el desplazamiento angular?;mcuv
La rueda de una bicicleta tiene 26 in de diametro Si esa rueda describe 60 revoluciones ¿que distancia rectilinea recorrera?;mcuv
Un punto localizado en el borde de una gran rueda cuyo radio es 3 m se mueve en un angulo de 31 grados Halle la longitud del arco descrito por ese punto;mcuv
Un motor electrico gira a 600 rpm ¿Cual es su velocidad angular? ¿Cual es el desplazamiento angular despues de 6 s?;mcuv
Una polea giratoria completa 12 revoluciones en 4 s Calcule la velocidad angular media en revoluciones por segundo revoluciones por minuto y radianes por segundo;mcuv
Un cubo cuelga de una cuerda enrollada con varias vueltas en un carrete circular cuyo radio es de 60 cm El cubo parte del reposo y asciende hasta una altura de 20 m en 5 s (a) ¿Cuantas revoluciones giro el carrete? (b) ¿Cual fue la rapidez angular media del carrete al girar?;mcuv
Una rueda de 150 crn de radio parte del reposo y completa 200 revoluciones en 300 s (a) ¿Cual es la velocidad angular media en radianes por segundo? (b) ¿Cual es la velocidad tangencial final de un punto situado en el borde de la rueda?;mcuv
Un trozo cilindrico de material de 6 in de diametro gira en un torno a 800 rev min ¿Cual es la velocidad tangencial en la superficie del cilindro?;mcuv
La velocidad tangencial adecuada para fabricar material de acero es de 70 cm s aproximadamente ¿A cuantas revoluciones por minuto debera girar en un torno un cilindro de acero cuyo diametro es de 8 cm?;mcuv
¿Cual es la aceleracion angular de la rueda descrita en el problema 118? ¿Cual es la aceleracion tangencial de un punto localizado en el borde de esa rueda?;mcuv
Un carrete circular de 40 cm de radio gira inicialmente a 400 rev min Luego se detiene por completo despues de 50 revoluciones ¿Cuales fueron la aceleracion angular y el tiempo de detencion?;mcuv
Una correa pasa por la ranura de una polea cuyo diametro es de 40 cm La polea gira con una aceleracion angular constante de 350 rad s2 La rapidez rotacional es de 2 rad s en el t = 0 ¿Cuales son el desplazamiento angular y la velocidad angular de la polea 2 s mas tarde?;mcuv
En el problema 1113 ¿cuales son la rapidez lineal y la aceleracion tangencial final de la correa cuando se mueve sobre la ranura de la polea?;mcuv
Una rueda gira inicialmente a 6 rev s y despues se somete a una aceleracion angular constante de 4 rad s2 ¿Cual es su velocidad angular despues de 5 s? ¿Cuantas revoluciones completara la rueda?;mcuv
Un disco rectificador detiene su movimiento en 40 revoluciones Si la aceleracion de frenado fue de —6 rad s2 ¿cual fue la frecuencia inicial de giro en revoluciones por segundo?;mcuv
Una polea de 320 mm de diametro gira inicialmente a 4 rev s y luego recibe una aceleracion angular constante de 2 rad s2 ¿Cual es la velocidad tangencial de una correa montada en dicha polea al cabo de 8 s? ¿Cual es la aceleracion tangencial de la correa?;mcuv
Una persona que inicialmente se encontraba en reposo colocada a 4 m del centro de una plataforma giratoria recorre una distancia de 100 m en 20 s ¿Cual es la aceleracion angular de la plataforma? ¿Cual es la velocidad angular al cabo de 4 s?;mcuv
Una cubeta de agua se gira en un circulo vertical de radio 100 m (a) ¿Cuales dos fuerzas externas actuan sobre el agua en la cubeta? (b) ¿Cual de las dos fuerzas es mas importante para ocasionar que el agua se mueva en un circulo? (c) ¿Cual es la rapidez minima de la cubeta en la parte superior del circulo para que no se derrame el agua? (d) Suponga que la cubeta con la rapidez que encontro en el inciso (c) subitamente desaparece en la parte superior del circulo Describa el movimiento posterior del agua ¿Se diferenciaria del movimiento de un proyectil?;mcuv
Un halcon vuela en un arco horizontal de 120 m de radio con una rapidez constante de 400 m s (a) Encuentre su aceleracion centripeta (b) El halcon continua volando a lo largo del mismo arco horizontal pero aumenta su rapidez a una razon de 120 m s2 Encuentre la aceleracion (magnitud y direccion) en esta situacion en el momento que la rapidez del halcon es 4 m s;mcuv
Un nino de 400 kg se mece en un columpio sostenido por dos cadenas cada una de 300 m de largo La tension en cada cadena en el punto mas bajo es 350 N Encuentre (a) la rapidez del nino en el punto mas bajo y (b) la fuerza que ejerce el asiento sobre el nino en el punto mas bajo (Ignore la masa del asiento);mcuv
Un nino de masa m se mece en un columpio sostenido por dos cadenas cada una de longitud R Si la tension en cada cadena en el punto mas bajo es T Encuentre (a) la rapidez del nino en el punto mas bajo y (b) la fuerza que ejerce el asiento sobre el nino en el punto mas bajo (Ignore la masa del asiento);mcuv
"Un carro de montana rusa (figura P616) tiene una masa
de 500 kg cuando esta completamente cargado con pasajeros La trayectoria de la montana desde su punto inicial
que se muestra en la figura al punto  implica movimiento solo de sube y baja (visto por los usuarios) con ningun movimiento hacia la izquierda o la derecha (a) Si el
vehiculo tiene una rapidez de 200 m s en el punto 
¿cual es la fuerza que ejerce la pista sobre el carro en este
punto? (b) ¿Cual es la rapidez maxima que puede tener el
vehiculo en el punto  para todavia permanecer sobre la
pista? Suponga que en la montana rusa las pistas en los
puntos  y  son partes de circulos verticales de radio
r1 5 100 m y r2 5 150 m respectivamente";mcuv
Una montana rusa en el parque de diversiones Six Flags Great America en Gurnee Illinois incorpora cierta tecnologia de diseno ingeniosa y algo de fisica basica Cada bucle vertical en lugar de ser circular tiene forma de lagrima (figura P617) Los carros viajan en el interior del bucle en la parte superior y las magnitudes de velocidad son lo suficientemente grandes para asegurar que los carros permanezcan en la pista El bucle mas grande tiene 400 m de alto Suponga que la rapidez en la parte superior es 130 m s y la aceleracion centripeta correspondiente es 2g (a) ¿Cual es el radio del arco de la lagrima en la parte superior? (b) Si la masa total de un carro mas los pasajeros es M ¿que fuerza ejerce el riel sobre el carro en la parte superior? (c) Suponga que la montana rusa tiene un bucle circular de 200 m de radio Si los carros tienen la misma rapidez 130 m s en la parte superior ¿cual es la aceleracion centripeta en la parte superior? (d) Comente acerca de la fuerza normal en la parte superior en la situacion descrita en el inciso (c) y de las ventajas de tener bucles con forma de lagrima;mcuv
Un arqueologo aventurero (m 5 850 kg) intenta cruzar un rio colgado de una liana esta tiene 100 m de largo y su rapidez en la parte inferior de la oscilacion es 800 m s El arqueologo no sabe que la liana tiene una resistencia al rompimiento de 1 000 N ¿Cruzara el rio sin caer?;mcuv
Un volante recibe una aceleracion constante de 4 rad s2 Si al inicio su velocidad angular es de 8 rad s Cual sera su desplazamiento angular despues de 5 segundos Cuantas vueltas habra dado y cual es su velocidad angular final;mcuv
Cual sera la aceleracion resultante de una particula que se mueve en un circulo de 2 m de diametro si su velocidad angular es de 6 rad s y su aceleracion angular es de 8 rad s2;mcuv
Un tren recorre una curva de 1000 m de radio con una rapidez de 144 Km h Se aplican de repente los frenos y el tren va disminuyendo su velocidad de una manera constante Luego de 6 s la rapidez es de 90 Km h Calcular la aceleracion de una plataforma inmediatamente despues de aplicar los frenos;mcuv
Una particula se mueve en sentido antihorario por una circunferencia con centro en (40) m Empieza desde el reposo en el origen del sistema de coordenadas en el instante t - 0 s Luego de recorrer % de vuelta la magnitud de su aceleracion total es 3nl2 Determinar: a) cuanto tiempo tardara en recorrer los 3 4 de la circunferencia b) cual es la velocidad lineal en dicho instante;mcuv
Un auto parte del reposo iniciando una curva de 120 m de radio y acelera constantemente 1 m s2 Calcular la distancia que habra recorrido antes de que el modulo de su aceleracion total sea de 2 m s2;mcuv
Si un disco gira con rapidez que va incrementando continuamente ei vector velocidad angular del movimiento del disco sera constante? Explique su respuesta;mcuv
En el movimiento circular uniforme variado cual de las aceleraciones es la que permanece constante en magnitud: la aceleracion centripeta tangencial o resultante?;mcuv
Una particula se mueve en una trayectoria circular de 05 m Si el radio 2 vector gira de acuerdo con la ecuacion 0 = 2t en la cual 0 se miden en radianes y t en segundos La velocidad de la particula al t = 2 s vale:;mcuv
Si una particula se mueve en direccion antihoraria con movimiento curvilineo uniformemente variado sobre una circunferencia de 2 m de radio Al pasar por el punto P cuando t = 0 s su rapidez vale 2 m s y luego de 3 s tiene una aceleracion centripeta de 125 m s2;mcuv
El desplazamiento angular de una particula que se mueve antihorariamente con MCUV esta dado por A0 = 2t2 (rad) con t en segundos En el instante t = 0 s la particula se encuentra en reposo del punto P indicado en la figura Calcule el vector aceleracion de la particula para t = 05 s;mcuv
Una particula parte del reposo desde el punto P con una aceleracion tangencia! de 2 m s  siguiendo una trayectoria circular de radio 10 m Cuando a girado un angulo a 7rr 3 radianes Calcular en terminos de i i;mcuv
Encontrar en terminos de i j las componentes horizontales y verticales de la velocidad de la particula de la figura luego de 1 s de haber partido del punto P La aceleracion angular es' de 2 rad sz va = 2 m s;mcuv
Un disco gira con una aceleracion constante de 1256 m s2 Si el radio del disco es 2 m y parte del reposo Entonces el numero de vueltas que gira hasta el tercer segundo es:;mcuv
Una particula parte del reposo en el punto A y recorre con movimiento circular uniformemente acelerado la pista semicircular que tiene de radio 10 m en un tiempo de 2 s Calcular;mcuv
Un cuerpo que viaja con MCUV retardado parte desde el punto A con una velocidad angular de 20 rad s y una aceleracion angular de 20 ti rad s Calcular:;mcuv
Una particula se mueve en una trayectoria circular de 100 m de radio En el instante t = 0 tiene una rapidez de 5 m s y para t = 5 (s) una rapidez de 10 m s;mcuv
Una rueda de radio 1 m parte del reposo y acelera de tal manera que su rapidez angular aumenta uniformemente hasta alcanzar 30 rad s en 6 s A t = 6 s Encontrar la aceleracion total de un punto situado en el extremo de la rueda;mcuv
Una particula se mueve por la trayectoria circular de R = 1 m Al instante t = 0 s se encuentra en el punto A a partir del cual su movimiento es uniformemente retardado a = n 3 rad sz  v0 = 4 m s Determinar para el intervalo de 0 a 10 s;mcuv
El angulo que describe una particula con MCUV en t = 10 s es '8 = 5C ji rad La velocidad angular Inicial es co = — rad s;mcuv
Un auto ingresa a una pista circular de 300tt (m) de circunferencia con una rapidez de 54 km h Luego de recorrer 120 m alcanza una rapidez de 90 km h Suponiendo que acelera uniformemente calcule:;mcuv
Una rueda tiene una aceleracion constante de ot = 3 rad s2 En un intervalo de 4 s gira un angulo de 120 rad Suponiendo que la rueda partio del reposo Cuanto tiempo habia estado en movimiento antes del intervalo de 4 segundos;mcuv
Un proyectil cruza una rueda siguiendo el diametro de la misma que es 10 m Si los diametros por donde entra y sale la bala forman un angulo de 45 grados Sabiendo que la U) = 20 tt rad s y la aceleracion angular a = 1000 tt rad s2 Determinar la velocidad del proyectil;mcuv
Encontrar en terminos de i j las componentes horizontales y verticales de la velocidad de la particula de la figura luego de 2 s de haber partida del punto P La aceleracion angular es de 1 rad s2 va = 1 m s Rpta: v = 299i + 0219j (m s2);mcuv
Una particula con MCUV con centro de su trayectoria en el origen de T i'm ? 3? 8' partedesde el Puni0 A ( 0  2 ) m con una velocidad v0 = - 4 i m s Despues de un tiempo la particula se encuentra en el punto B (-20) m y su aceleracion esa = i + 2j m s2 Determinar;mcuv
Una particula recorre una trayectoria circular de radio 1m A t = 0 s su velocidad nidal v0 = 4j (m s) La particula esta sometida a una el ¡n S “te ¡ n S e;mcuv
Una particula describe una trayectoria circular de fadio 1 m con movimiento uniformemente variado Al tiempo t0 = 0 s se encuentra en el punto P indicadd'en la figura y parte desde el reposo en direccion antihoraria El desplazamiento angular de la particula desde los 0 s hasta los 3 s es 9 radianes Encontrar el vector aceleracion instantanea de la particula al tiempo t = 3 s;mcuv
Una particula describe una circunferencia de radio 5 m con una velocidad constante de 5 m s En un instante dado frena con una aceleracion constante de 05 m s hasta pararse Calcula: a) La aceleracion antes de frenar b) La aceleracion dos segundos despues de empezar a frenar c) La aceleracion angular mientras frena d) El tiempo que tarda en pararse e) El numero de vueltas que da desde que empieza a frenar hasta que se detiene;mcuv
La velocidad angular de una rueda disminuye uniformemente de 1000 rpm a la mitad en 10 segundos Encontrar: a) Su aceleracion angular b) El numero de vueltas que da en esos diez segundos c) El tiempo necesario para detenerse;mcuv
- Calcula la velocidad y la aceleracion centripeta con que se mueve el Sol por la Via Lactea sabiendo que el radio de su orbita vale 24·1020 m y que su periodo es de 63·1025s;mcuv
- Un volante tiene una velocidad angular de 1200 rpm y al cabo de 10 s su velocidad es de 400 rpm Calcula: a) La aceleracion angular del volante b) El numero de vueltas dado en ese tiempo c) El tiempo que tarda en detenerse d) La velocidad del volante dos segundos antes de parar;mcuv
Una particula describe una trayectoria circular de radio 60 cm Al pasar por el punto (600) lleva una velocidad angular de 5 rad s y al volver a pasar lleva 7 rad s Calcular: a) La aceleracion angular del movimiento b) El tiempo que tarda en la primera vuelta c) La velocidad lineal que lleva tras la primera vuelta;mcuv
Un CD-ROM de 6 cm de radio gira a una velocidad de 2500 rpm Si tarda en pararse 15 s calcula: a) El modulo de la aceleracion angular b) Las vueltas que da antes de detenerse c) El modulo de la velocidad angular en t=10 s;mcuv
Una rueda de 04 m de radio parte del reposo y al cabo de 4 s ha adquirido una velocidad angular constante de 360 rpm Calcular: a) La aceleracion angular media de la rueda b) La velocidad de un punto de su periferia una vez alcanzada la velocidad angular constante c) La aceleracion normal en ese instante;mcuv
Una rueda de 04 m de radio parte del reposo y al cabo de 4 s ha adquirido una velocidad angular constante de 360 rpm Calcular: a) La aceleracion angular media de la rueda b) La velocidad de un punto de su periferia una vez alcanzada la velocidad angular constante c) La aceleracion normal en ese instante;mcuv
Una lavadora esta girando a 1500 rpm se desconecta y se detiene en 10 s Calcula: a) Su aceleracion angular b) Las vueltas hasta detenerse;mcuv
Un coche con unas ruedas de 30 cm de radio acelera desde 0 hasta 100 km h en 5 s Calcular: a) El modulo de la aceleracion angular b) Las vueltas que da en ese tiempo c) El modulo de la velocidad angular para t=3 s d) El modulo de la aceleracion tangencial e) El modulo de la aceleracion normal para t= 5 s;mcuv
Una lavadora pasa de estar detenida a girar a 450 rpm en 15 s Si el radio del tambor es de 25 cm calcular: a) la aceleracion angular b) Las vueltas que da en ese tiempo c) la velocidad angular para t=10 s d) La aceleracion normal para t=15 s;mcuv
Una centrifugadora arranca y tarda 15 s en alcanzar 720 rpm Calcular: a) Aceleracion angular b) velocidad lineal de su borde para t=10s si tiene 30 cm de radio c) Las vueltas que da en los 15 primeros segundos;mcuv
- El tambor de una secadora que estaba parada arranca hasta alcanzar una v angular de 500 vueltas por segundo en 5 segundos Calcula: a) La aceleracion angular b) La velocidad angular 3 segundos despues de arrancar c) Las vueltas que da en los 5 segundos en que esta acelerando;mcuv
Dejamos caer un yo-yo y pasa de no girar a hacerlo a 3 vueltas por segundo en los 2 segundos que tarda en bajar Calcula: a) Su aceleracion angular b) Las vueltas que dara en los dos segundos;mcuv
La velocidad angular de una rueda disminuye desde 900 hasta 800 rpm en 5 segundos Calcular la aceleracion angular el numero de revoluciones efectuadas por la rueda en ese tiempo y determinar cuanto tiempo mas hara falta para que la rueda se detenga suponiendo que se mantiene constante la aceleracion de frenado;mcuv
- Una rueda que gira a 300 rpm comienza a frenar con una aceleracion constante de 2 rad s2  ¿Cuanto tiempo tardara en pararse?;mcuv
Una rueda gira a 600 rpm Comienza a acelerar con aceleracion constante y al cabo de 10 segundos su velocidad angular se ha triplicado Calcula su aceleracion angular;mcuv
Un tren electrico da vueltas por una pista circular de 50 cm de radio con una velocidad constante de 10 m s Calcula: a) su velocidad angular b) la aceleracion radial c) el periodo y la frecuencia d) las vueltas que dara en 10 seg;mcuv
Dos moviles parten simultaneamente del mismo punto y en el mismo sentido recorriendo una trayectoria circular El primero esta animado de movimiento uniforme de velocidad angular 2 rad s y el segundo hace su recorrido con aceleracion angular constante de valor 1 rad s2  a) ¿Cuanto tiempo tardaran en reunirse de nuevo y que angulo han descrito en tal instante? Si la circunferencia sobre la cual se mueven los moviles es de 2 m de radio b) ¿Que velocidad tiene cada uno de los moviles en ese momento?;mcuv
Desde el mismo punto de una circunferencia parten dos moviles en sentidos opuestos El primero recorre la circunferencia en 2h 4min el segundo recorre un arco de 6 grados 30' por minuto Determinar en que punto se encontraran y el tiempo invertido;mcuv
La rapidez de un impulso nervioso en el cuerpo humano es de casi 100 m s Si accidentalmente se aplasta la punta de su dedo del pie en la oscuridad estime el tiempo que tarda el impulso nervioso en viajar a su cerebro;mru
La luz viaja con una rapidez de casi 3 3 108 m s a) ¿Cuantas millas viaja un pulso de luz en un intervalo de tiempo de 01 s que es casi el parpadeo de un ojo? b) Compare esta distancia con el diametro de la Tierra;mru
Una persona viaja en automovil de una ciudad a otra con velocidades constantes diferentes entre las dos ciudades Esta persona viaja por 300 min a 800 km h 120 min a 100 km h y 450 min a 400 km h y gasta 150 min en almorzar y cargar gasolina a) Calcule la rapidez promedio para el viaje b) Calcule la distancia entre las ciudades inicial y final a lo largo de la ruta;mru
El actual tiempo y record mundial en la carrera de los 200 m bajo techo es 1992 s Esta en manos de Frank Fredericks de Namibia (1996) mientras que el tiempo record de la carrera de una milla bajo techo es 2285 s Esta en manos de Hicham El Guerrouj de Marruecos (1997) Encuentre la velocidad media en metros por segundo que corresponde a estos tiempos record para a) el evento de los 200 m y b) el evento de una milla;mru
Dos botes inician juntos y compiten a traves de un lago de 60 km de ancho y de regreso El bote A cruza a 60 km h y regresa a 60 km h El bote B cruza a 30 km h y su tripulacion dandose cuenta de que estan quedandose atras regresan a 90 km h El tiempo en el momento del regreso es omitido y el bote que completa primero el viaje gana a) ¿Que bote gana y por cuanto? (¿O bien es un empate?) b) ¿Cual es la velocidad promedio del bote ganador?;mru
Un avion de reaccion tiene una velocidad de despegue de la vto 5 75 m s y puede moverse a lo largo de la pista con una aceleracion media de 13 m s2  Si la longitud de la pista es de 25 km ¿el avion puede utilizar esta pista en forma segura? Argumente su respuesta;mru
Dos automoviles viajan en la misma direccion a lo largo de una autopista recta uno con rapidez constante de 55 mi h y el otro a 70 mi h Suponiendo que iniciaron en el mismo punto ¿por cuanto llego primero a su destino a 10 millas el mas rapido? b) ¿Que distancia debe conducir el auto mas rapido para que tenga 15 min de ventaja al mas lento?;mru
El guepardo puede alcanzar una velocidad maxima de 114 km h (71 mi h) Mientras persigue a su presa en un corto sprint un guepardo parte del reposo y corre 45 m en linea recta alcanzando una velocidad final de 72 km h a) Determine la aceleracion media del guepardo en el corto sprint y b) encuentre su desplazamiento en t 5 35 s;mru
Un atleta nada la longitud L de una alberca en un tiempo t1 y hace el viaje de regreso hasta la posicion de inicio en un tiempo t2 Si esta nadando inicialmente en la direccion x positiva establezca simbolicamente las velocidades promedio en a) la primera mitad b) en la segunda mitad c) viaje completo d) ¿Cual es su velocidad promedio para el viaje completo?;mru
Una persona hace un viaje conduciendo con rapidez constante de 895 km h excepto por 220 min para un descanso Si la rapidez promedio de la persona 778 km h a) ¿cuanto tiempo invirtio en el viaje y b) que tan lejos viajo la persona?;mru
Para calificar a las finales en una carrera un auto de carreras debe lograr una velocidad promedio de 250 km h sobre una pista con una longitud total de 1 600 m Si un auto particular cubre la primera mitad de la pista con una velocidad promedio de 230 km h ¿que velocidad promedio minima debe tener en la segunda mitad del evento con la finalidad de calificar?;mru
Un corredor A esta inicialmente a 4 millas al Oeste de un asta bandera esta corriendo con una velocidad constante de 60 mi h al Este Un corredor B esta inicialmente a 30 mi al Este del asta bandera y esta corriendo con velocidad constante de 50 mi h al Oeste ¿A que distancia estan los corredores del asta bandera cuando se reunen?;mru
En una carrera un atleta en una pista larga y recta con una velocidad constante v1 esta a una distancia d atras de un segundo corredor que corre con una velocidad constante v2 a) ¿Bajo que circunstancias el primer atleta es capaz de rebasar al segundo atleta? b) Determine el tiempo t que le toma al primer atleta rebasar al segundo en terminos de d v1 y v2 c) ¿A que distancia minima d2 a partir del atleta lider se debe localizar la linea de meta de tal modo que el atleta que le sigue pueda por lo menos ocupar el primer lugar? Exprese d2 en terminos de d v1 y v2 utilizando los resultados del inciso b);mru
 Una particula parte del reposo y acelera como se muestra en la figura P220 Determine a) la velocidad de la particula en el instante t 5 100 s y en t 5 200 s y b) la distancia recorrida en los primeros 200 s;mruv
 Un balon de 500 g que viaja a 250 m s rebota en una pared de ladrillos a 220 m s Una camara de alta velocidad graba este evento Si el balon esta en contacto con la pared 350 ms ¿cual es la magnitud de la aceleracion media de la pelota durante este intervalo de tiempo?;mruv
Cierto automovil es capaz de acelerar a razon de 060 m  s 2  ¿Cuanto tiempo le toma a este auto ir desde una velocidad de 55 mi h hasta una de 60 mi h?;mruv
Un objeto en movimiento con aceleracion uniforme tiene una velocidad de 120 cm s en el sentido positivo de las x cuando su coordenada x es de 300 cm Si su coordenada x 200 s mas tarde es 2500 cm ¿cual es su aceleracion?;mruv
En 1865 Julio Verne propuso enviar un hombre a la Luna disparando una capsula espacial desde un canon de 220 m de largo con una velocidad final de 1097 km s ¿Que aceleracion considerable y poco practica tendria que experimentar el viajero durante su lanzamiento? (Un humano puede estar en aceleracion de 15g por un tiempo breve) Compare su respuesta con la aceleracion en caida libre 980 m s2 ;mruv
Un camion cubre 400 m en 850 s mientras disminuye su velocidad de manera uniforme hasta una velocidad de 280 m s a) Determine la velocidad original del camion b) Determine su aceleracion;mruv
Una lancha de carreras incrementa su velocidad de manera uniforme desde vi 5 200 m s hasta vf 5 300 m s en una distancia de 200 3 102 m a) Dibuje un sistema coordenado para esta situacion y etiquete las cantidades relevantes incluyendo vectores b) Para la informacion que se proporciona ¿que ecuacion simple es mas adecuada para determinar la aceleracion? c) Resuelva la ecuacion elegida en el inciso b) de manera simbolica para la aceleracion del bote en terminos de vf  vi y )x d) Sustituya los valores conocidos para obtener la aceleracion e) Determine el tiempo que tarda el bote al viajar la distancia conocida;mruv
 Un avion Cessna tiene una velocidad de despegue de 120 km h a) ¿Que aceleracion constante minima requiere la nave si esta en el aire despues de un recorrido de 240 m? b) ¿Cuanto tiempo le toma a la nave estar en el aire?;mruv
Un objeto se mueve con aceleracion constante 400 m s2 y durante un intervalo de tiempo alcanza una velocidad final de 120 m s a) Si su velocidad inicial es de 600 m s ¿cual es su desplazamiento durante el intervalo de tiempo? b) ¿Cual es la distancia que recorre durante este intervalo? c) Si su velocidad original es 2600 m s ¿cual es su desplazamiento durante este intervalo? d) ¿Cual es la distancia total que viaja durante el intervalo en el inciso c)?;mruv
En una carrera de prueba cierto automovil acelera de manera uniforme desde cero hasta 240 m s en 295 s a) ¿Cual es la magnitud de la aceleracion del automovil? b) ¿Cuanto tiempo le toma al automovil cambiar su velocidad desde 100 hasta 200 m s? c) ¿Duplicar el tiempo siempre duplicara el cambio en la velocidad? ¿Por que?;mruv
Un jet aterriza con una velocidad de 100 m s y puede acelerar con una razon maxima de 2500 m s2 y llegar al reposo a) Desde el instante en que la nave toca la pista ¿cual es el tiempo minimo necesario que requiere antes de llegar al reposo? b) ¿Esta nave puede aterrizar en el aeropuerto de una pequena isla tropical cuando la longitud de la pista es de 0800 km?;mruv
Speedy Sue conduce a 300 m s y entra a un tunel de un solo carril A continuacion observa una camioneta moviendose lentamente 155 m mas adelante viajando a 500 m s Sue aplica los frenos pero solo puede acelerar a 2200 m s2 porque la carretera esta mojada ¿Ocurrira un choque? Establezca su respuesta Si su respuesta es si calcule a que distancia dentro del tunel y en que tiempo se presenta el choque Si su respuesta es no calcule la distancia de acercamiento mas proxima entre el automovil de Sue y la camioneta;mruv
Un tren viaja cuesta abajo en una via recta a 20 m s cuando el ingeniero aplica los frenos lo que resulta en una aceleracion de 210 m s2 mientras el tren esta en movimiento ¿Que distancia se mueve el tren durante 40 s a partir del instante en que se aplican los frenos?;mruv
Un automovil acelera de manera uniforme desde el reposo hasta una velocidad de 400 mi h en 120 s Determine a) la distancia que recorre el automovil durante este tiempo y b) la aceleracion constante del automovil;mruv
Un automovil inicia desde el reposo y viaja por 50 s con una aceleracion uniforme de 115 m s2  Entonces el conductor aplica los frenos ocasionando una aceleracion uniforme de 220 m s2  Si los frenos son aplicados por 30 s a) ¿que tan rapido va el automovil al final del periodo de frenado? b) ¿Que tan lejos llega el automovil?;mruv
Un automovil inicia desde el reposo y viaja por t1 segundos con una aceleracion uniforme a1 Entonces el conductor aplica los frenos ocasionando una aceleracion uniforme a2 Si los frenos se aplican por t2 segundos a) ¿cual es la velocidad del automovil justo antes de iniciar el periodo de frenado? b) ¿A que distancia llega el automovil antes que el conductor inicie el frenado? c) Utilizando las respuestas de los incisos a) y b) como la velocidad inicial y posicion para el movimiento del automovil durante el frenado ¿cual es la distancia total que recorre el automovil? Las respuestas estan en terminos de las variables a1 a2 t1 y t2;mruv
En las 500 millas de Daytona un Ford Thunderbird y un Mercedes Benz se mueven uno al lado del otro en un camino recto a 715 m s El conductor del Thunderbird se da cuenta de que debe hacer una parada en los fosos y disminuye su velocidad de manera suave hasta detenerse en una distancia de 250 m Espera 500 s en los fosos y despues acelera alcanzando su velocidad previa de 715 m s despues de una distancia de 350 m En este punto ¿a que distancia ha quedado el Thunderbird detras del Mercedes Benz que ha continuado con velocidad constante?;mruv
Cierto tranvia en San Francisco puede detenerse en 10 s cuando viaja a velocidad maxima En una ocasion el conductor ve un perro a la distancia d frente al tranvia lo que obliga a frenar de manera subita El tranvia alcanza al perro 80 s despues y el perro salta justo a tiempo fuera de la via Si el tranvia viaja 40 m mas alla de la posicion del perro antes de detenerse ¿a que distancia estaba del tranvia del perro? (Sugerencia: Necesitara tres ecuaciones);mruv
Un jugador de hockey esta de pie sobre sus patines en un estanque congelado cuando un contrincante que se mueve con velocidad constante de 12 m s patina llevando el disco de goma Despues de 30 s el primero reacciona mentalmente para perseguir a su oponente Si acelera de manera uniforme a 40 m s2  a) ¿cuanto tiempo tarda en atrapar a su oponente y b) que distancia ha viajado en ese tiempo? (Suponga que el jugador con el disco de goma permanece en movimiento con velocidad constante);mruv
Un tren de 400 m de largo se mueve sobre una via recta con una velocidad de 824 km h El ingeniero aplica los frenos en un crucero y mas tarde pasa el ultimo vagon por el crucero con una velocidad de 164 km h Suponiendo aceleracion constante calcule cuanto tarda el tren bloqueando el crucero Haga caso omiso del ancho del crucero;mruv
Un coche inicia un viaje de 495 Km a las ocho y media de la manana con una velocidad media de 90 Km h ¿A que hora llegara a su destino?;mru
Dos automoviles que marchan en el mismo sentido se encuentran a una distancia de 126 Km Si el mas lento va a 42 Km h calcular la velocidad del mas rapido sabiendo que le alcanza en seis horas;mru
Un ladron roba una bicicleta y huye con ella a 20 km h Un ciclista que lo ve sale detras del mismo tres minutos mas tarde a 22 Km h ¿Al cabo de cuanto tiempo lo alcanzara?;mru
Calcular la longitud de un tren cuya velocidad es de 72 Km h y que ha pasado por un puente de 720 m de largo si desde que penetro la maquina hasta que salio el ultimo vagon han pasado ¾ de minuto;mru
Dos coches salen a su encuentro uno de Bilbao y otro de Madrid Sabiendo que la distancia entre ambas capitales es de 443 Km y que sus velocidades respectivas son 78 Km h y 62 Km h y que el coche de Bilbao salio hora y media mas tarde calcular : a) Tiempo que tardan en encontrarse b) ¿A que distancia de Bilbao lo hacen?;mru
Una locomotora necesita 10 s para alcanzar su velocidad normal que es 60 Km h Suponiendo que su movimiento es uniformemente acelerado ¿Que aceleracion se le ha comunicado y que espacio ha recorrido antes de alcanzar la velocidad regular?;mruv
Un cuerpo posee una velocidad inicial de 12 m s y una aceleracion de 2 m s2 ¿Cuanto tiempo tardara en adquirir una velocidad de 144 Km h?;mruv
Un movil lleva una velocidad de 8 cm s y recorre una trayectoria rectilinea con movimiento acelerado cuya aceleracion es igual a 2 cm s2  Calcular el tiempo que ha tardado en recorrer 210 m;mruv
Un motorista va a 72 Km h y apretando el acelerador consigue al cabo de 1 3 de minuto la velocidad de 90 Km h Calcular a) su aceleracion media b) Espacio recorrido en ese tiempo;mruv
En ocho segundos un automovil que marcha con movimiento acelerado ha conseguido una velocidad de 72 m h ¿Que espacio debera recorrer para alcanzar una velocidad de 90 m h?;mruv
